Date,Open,High,Low,Close
11/19/2013,20870.16,20934.4,20828.69,20890.82
11/20/2013,20857.01,20895.3,20579.94,20635.13
11/21/2013,20579.26,20579.26,20189.23,20229.05
11/22/2013,20316.58,20388.12,20137.67,20217.39
11/25/2013,20326.66,20626.15,20326.66,20605.08
11/26/2013,20604.27,20604.27,20390.62,20425.02
11/27/2013,20449,20482.67,20348.06,20420.26
11/28/2013,20522.36,20606.38,20461.51,20534.91
11/29/2013,20558.93,20819.77,20558.93,20791.93
12/02/2013,20771.27,20941,20770.51,20898.01
12/03/2013,20857.85,20927.05,20817.75,20854.92
12/04/2013,20839.45,20863.37,20673.62,20708.71
12/05/2013,20992.25,21165.6,20929.2,20957.81
12/06/2013,20955.74,21049.84,20922.45,20996.53
12/09/2013,21416.67,21483.74,21282.64,21326.42
12/10/2013,21293.58,21327.75,21175.08,21255.26
12/11/2013,21191.27,21215.94,21069.45,21171.41
12/12/2013,21101.05,21103.8,20901.47,20925.61
12/13/2013,20867.17,20867.17,20692.67,20715.58
12/16/2013,20714.26,20764.52,20637.77,20659.52
12/17/2013,20732.44,20784.03,20594.99,20612.14
12/18/2013,20568.7,20917.57,20568.7,20859.86
12/19/2013,20959.8,21017.45,20646.03,20708.62
12/20/2013,20792.37,21117.99,20745.94,21079.72
12/23/2013,21080.54,21207.89,21059.12,21101.03
12/24/2013,21127.66,21156.92,21010.65,21032.71
12/26/2013,21051,21135.85,21013.14,21074.59
12/27/2013,21114.49,21235.14,21113.25,21193.58
12/30/2013,21260.15,21304.7,21089.21,21143.01
12/31/2013,21177.77,21230.88,21122.68,21170.68
01/01/2014,21222.19,21244.35,21133.82,21140.48
01/02/2014,21179.91,21331.32,20846.67,20888.33
01/03/2014,20819.58,20885.18,20731.33,20851.33
01/06/2014,20913.79,20913.79,20721.98,20787.3
01/07/2014,20845.77,20890.48,20637.18,20693.24
01/08/2014,20767.42,20786.41,20688.18,20729.38
01/09/2014,20755.73,20778.13,20652.69,20713.37
01/10/2014,20760.72,20971.23,20625.17,20758.49
01/13/2014,20850.54,21169.08,20850.54,21134.21
01/14/2014,21115,21154.76,21009.05,21032.88
01/15/2014,21091.46,21302.73,21091.46,21289.49
01/16/2014,21366.91,21379.29,21199.65,21265.18
01/17/2014,21236.65,21270.11,21015.61,21063.62
01/20/2014,21083.53,21221.37,21001.13,21205.05
01/21/2014,21237.96,21302.52,21189.2,21251.12
01/22/2014,21251.65,21377.91,21168.43,21337.67
01/23/2014,21319.69,21409.66,21264.71,21373.66
01/24/2014,21289.15,21333.66,21123.99,21133.56
01/27/2014,20899.03,20899.03,20688.03,20707.45
01/28/2014,20721.17,20795.35,20554.28,20683.51
01/29/2014,20784.04,20828.68,20613.62,20647.3
01/30/2014,20491.74,20528.41,20343.78,20498.25
01/31/2014,20544.64,20572.32,20448.43,20513.85
02/03/2014,20479.03,20480.35,20182.2,20209.26
02/04/2014,20050.99,20255.52,19963.12,20211.93
02/05/2014,20241.12,20289.33,20076.1,20261.03
02/06/2014,20286.09,20358.19,20079.82,20310.74
02/07/2014,20441.04,20450.51,20282.3,20376.56
02/10/2014,20429.16,20434.5,20312.21,20334.27
02/11/2014,20400.94,20443.35,20349.51,20363.37
02/12/2014,20449.83,20516.6,20427.23,20448.49
02/13/2014,20478.67,20503.86,20164.67,20193.35
02/14/2014,20265.13,20391.95,20149.01,20366.82
02/17/2014,20438.87,20492.43,20338.95,20464.06
02/18/2014,20457.56,20685.02,20436.48,20634.21
02/19/2014,20643.85,20750.52,20629.56,20722.97
02/20/2014,20661.07,20662.66,20522.04,20536.64
02/21/2014,20600.58,20725.04,20599.91,20700.75
02/24/2014,20695.48,20828.63,20637.3,20811.44
02/25/2014,20877.72,20912.54,20777.73,20852.47
02/26/2014,20869.61,21005.04,20860.02,20986.99
02/28/2014,20995.39,21140.51,20989.66,21120.12
03/03/2014,21079.27,21140,20920.98,20946.65
03/04/2014,20947,21224.64,20940.39,21209.73
03/05/2014,21280.36,21333.2,21176.16,21276.86
03/06/2014,21336.32,21525.14,21329.88,21513.87
03/07/2014,21539.44,21960.89,21539.44,21919.79
03/10/2014,21819.19,22023.98,21805.22,21934.83
03/11/2014,21918.83,22018.52,21772.11,21826.42
03/12/2014,21793.32,21965.95,21768.14,21856.22
03/13/2014,21736.61,21991.36,21720.13,21774.61
03/14/2014,21648.05,21853.32,21573.48,21809.8
03/18/2014,21849.65,22040.72,21785.38,21832.61
03/19/2014,21872.68,21895.83,21782.01,21832.86
03/20/2014,21797.61,21853.25,21704.66,21740.09
03/21/2014,21823.52,21870.11,21729.9,21753.75
03/22/2014,21752.44,21778.92,21725.52,21755.32
03/24/2014,21827.5,22074.34,21827.5,22055.48
03/25/2014,21948.31,22079.96,21916.87,22055.21
03/26/2014,22134.71,22172.2,22020.58,22095.3
03/27/2014,22116.23,22307.74,22094.29,22214.37
03/28/2014,22273.44,22363.97,22185.11,22339.97
03/31/2014,22423.14,22467.21,22253.78,22386.27
04/01/2014,22455.23,22485.77,22295.65,22446.44
04/02/2014,22550.58,22592.1,22473.46,22551.49
04/03/2014,22598.19,22620.65,22369.28,22509.07
04/04/2014,22522.46,22525.21,22339.4,22359.5
04/07/2014,22355.56,22481.62,22197.51,22343.45
04/09/2014,22389.21,22740.04,22379.95,22702.34
04/10/2014,22729.46,22792.49,22644.43,22715.33
04/11/2014,22642.05,22679.18,22526.89,22628.96
04/15/2014,22698.09,22737.31,22416.24,22484.93
04/16/2014,22486.73,22533.61,22247.39,22277.23
04/17/2014,22327.76,22648.69,22312.19,22628.84
04/21/2014,22644.75,22795.58,22636.75,22764.83
04/22/2014,22771.24,22853.03,22727.63,22758.37
04/23/2014,22783.65,22912.52,22780.13,22876.54
04/25/2014,22892.5,22939.31,22656.64,22688.07
04/28/2014,22717.59,22721.36,22597.19,22631.61
04/29/2014,22654.28,22681.89,22443.56,22466.19
04/30/2014,22517.63,22680.46,22284.96,22417.8
05/02/2014,22493.59,22575.62,22386.95,22403.89
05/05/2014,22412.8,22592.03,22354.45,22445.12
05/06/2014,22512.23,22602.71,22475.65,22508.42
05/07/2014,22488.96,22532.82,22286.26,22323.9
05/08/2014,22382.14,22443.13,22277.04,22344.04
05/09/2014,22374.98,23048.49,22317.18,22994.23
05/12/2014,23031.11,23572.88,23008.65,23551
05/13/2014,23729.78,24068.94,23729.25,23871.23
05/14/2014,23897.88,23964.67,23753.36,23815.12
05/15/2014,23809.42,23971.78,23742.75,23905.6
05/16/2014,24271.54,25375.63,23873.16,24121.74
05/19/2014,24340.32,24448.47,24107.99,24363.05
05/20/2014,24555.31,24587.16,24299.53,24376.88
05/21/2014,24404.48,24419.54,24156.47,24298.02
05/22/2014,24415.42,24524.76,24326.48,24374.4
05/23/2014,24535.14,24745.86,24470.78,24693.35
05/26/2014,24913.89,25175.22,24433.9,24716.88
05/27/2014,24748.1,24777.31,24422.33,24549.51
05/28/2014,24591.61,24643.33,24488.81,24556.09
05/29/2014,24523.13,24528.2,24206.5,24234.15
05/30/2014,24300.99,24353.59,24163.62,24217.34
06/02/2014,24368.96,24709.09,24270.2,24684.85
06/03/2014,24729.22,24892.06,24626.97,24858.59
06/04/2014,24909.03,24925.9,24773.93,24805.83
06/05/2014,24828.38,25044.06,24644.88,25019.51
06/06/2014,25204.95,25419.14,25129.76,25396.46
06/09/2014,25543.6,25644.77,25496.84,25580.21
06/10/2014,25706.35,25711.11,25347.33,25583.69
06/11/2014,25650.62,25725.12,25400.15,25473.89
06/12/2014,25597.21,25611.32,25409.69,25576.21
06/13/2014,25677.05,25688.31,25171.61,25228.17
06/16/2014,25239.5,25268.41,25063.93,25190.48
06/17/2014,25189.46,25545.88,25104.5,25521.19
06/18/2014,25565.19,25609.28,25114.3,25246.25
06/19/2014,25327.09,25425.85,25069.66,25201.8
06/20/2014,25237.54,25276.31,25056.18,25105.51
06/23/2014,25108.09,25197.5,24878.66,25031.32
06/24/2014,25115.83,25414.69,25115.83,25368.9
06/25/2014,25421.49,25427.8,25274.39,25313.74
06/26/2014,25217.69,25309.33,25021.23,25062.67
06/27/2014,25132.08,25209.61,25032.94,25099.92
06/30/2014,25179.55,25460.96,25179.55,25413.78
07/01/2014,25469.94,25571.9,25466.77,25516.35
07/02/2014,25660.57,25864.53,25660.16,25841.21
07/03/2014,25875.75,25999.08,25793.7,25823.75
07/04/2014,25844.8,25981.51,25659.33,25962.06
07/07/2014,26039.67,26123.55,25992.73,26100.08
07/08/2014,26166.92,26190.44,25495.04,25582.11
07/09/2014,25615.28,25683.97,25364.77,25444.81
07/10/2014,25513.74,25920.46,25117,25372.75
07/11/2014,25488.86,25548.33,24978.33,25024.35
07/14/2014,25093.16,25095.76,24892,25006.98
07/15/2014,25100.9,25254.48,25020.32,25228.65
07/16/2014,25322.17,25602.78,25246.75,25549.72
07/17/2014,25540.92,25613.03,25494.46,25561.16
07/18/2014,25558.48,25713.4,25441.24,25641.56
07/21/2014,25776.54,25861.15,25677.71,25715.17
07/22/2014,25784.48,26050.38,25780.39,26025.8
07/23/2014,26130.26,26188.64,26000.4,26147.33
07/24/2014,26188.5,26292.66,26077.7,26271.85
07/25/2014,26257.14,26300.17,26007.31,26126.75
07/28/2014,26173.47,26181.83,25900.25,25991.23
07/30/2014,26005.14,26113.48,25850.04,26087.42
07/31/2014,26105.89,26118.88,25853.69,25894.97
08/01/2014,25753.92,25862.68,25459.13,25480.84
08/04/2014,25631.68,25754.42,25531.38,25723.16
08/05/2014,25817.84,25928.32,25562.36,25908.01
08/06/2014,25892.55,25901.68,25621.85,25665.27
08/07/2014,25668.71,25778.05,25526.05,25589.01
08/08/2014,25406.87,25406.87,25232.82,25329.14
08/11/2014,25476.87,25553.44,25437.05,25519.24
08/12/2014,25703.78,25904.98,25645.79,25880.77
08/13/2014,25861.47,25972.62,25791.79,25918.95
08/14/2014,25948.3,26135,25945.35,26103.23
08/18/2014,26123.69,26413.11,26075.28,26390.96
08/19/2014,26482.56,26530.67,26387.84,26420.67
08/20/2014,26496.29,26504.52,26277.61,26314.29
08/21/2014,26322.66,26464.8,26262.52,26360.11
08/22/2014,26419.53,26508.27,26383.16,26419.55
08/25/2014,26490.31,26630.74,26401.64,26437.02
08/26/2014,26349.87,26481.97,26314.89,26442.81
08/27/2014,26553.24,26599.12,26492.5,26560.15
08/28/2014,26620.18,26674.38,26573.69,26638.11
09/01/2014,26733.18,26900.3,26732.39,26867.55
09/02/2014,26888.21,27082.85,26886.22,27019.39
09/03/2014,27128.06,27225.85,27067.02,27139.94
09/04/2014,27164.95,27169.12,26972.39,27085.93
09/05/2014,27127.26,27178.8,26920.56,27026.7
09/08/2014,27145.12,27354.99,27144.56,27319.85
09/09/2014,27316.43,27328.27,27177.09,27265.32
09/10/2014,27230.94,27251.44,27018.11,27057.41
09/11/2014,27143.22,27150.78,26904.5,26995.87
09/12/2014,27048.15,27096.87,26965.91,27061.04
09/15/2014,26998.07,26998.07,26790.91,26816.56
09/16/2014,26854.9,26861.29,26464.03,26492.51
09/17/2014,26627.21,26682.64,26511.71,26631.29
09/18/2014,26573.89,27132.2,26503.08,27112.21
09/19/2014,27139.39,27247.17,27047.68,27090.42
09/22/2014,27008.12,27254.8,26918.93,27206.74
09/23/2014,27244.98,27256.87,26744.07,26775.69
09/24/2014,26817.94,26844.7,26560,26744.69
09/25/2014,26808.66,26814.2,26349.55,26468.36
09/26/2014,26429.3,26721.03,26220.49,26626.32
09/29/2014,26694.41,26715.77,26518.01,26597.11
09/30/2014,26610.71,26851.33,26481.31,26630.51
10/01/2014,26681.47,26683.7,26548.22,26567.99
10/07/2014,26487.51,26570.38,26250.24,26271.97
10/08/2014,26229.67,26338.31,26150.09,26246.79
10/09/2014,26394.37,26688.7,26394.21,26637.28
10/10/2014,26551.74,26555.92,26261.61,26297.38
10/13/2014,26275.07,26443.16,26092.69,26384.07
10/14/2014,26537.42,26550.79,26212.01,26349.33
10/16/2014,26260.35,26462.08,25933.98,25999.34
10/17/2014,25950,26248.54,25910.77,26108.53
10/20/2014,26434.16,26517.9,26368.94,26429.85
10/21/2014,26552.45,26615.41,26407,26575.65
10/22/2014,26782.57,26818.33,26712.21,26787.23
10/23/2014,26889.51,26930.23,26827.68,26851.05
10/27/2014,26959.57,26994.96,26726.84,26752.9
10/28/2014,26788.73,26907.14,26764.15,26880.82
10/29/2014,27017.44,27126.3,26971.16,27098.17
10/30/2014,27098.94,27390.6,27088.65,27346.33
10/31/2014,27439.06,27894.32,27438.28,27865.83
11/03/2014,27943.04,27969.82,27785.4,27860.38
11/05/2014,27907.19,28010.39,27857.65,27915.88
11/07/2014,27902.71,27980.93,27739.56,27868.63
11/10/2014,27919.45,28027.96,27764.75,27874.73
11/11/2014,27911.25,27996.92,27790.4,27910.06
11/12/2014,27958.64,28126.48,27958.64,28008.9
11/13/2014,28048.56,28098.74,27822.7,27940.64
11/14/2014,27949.54,28093.23,27912.9,28046.66
11/17/2014,28018.68,28205.71,27921.34,28177.88
11/18/2014,28209.03,28282.85,28119.95,28163.29
11/19/2014,28193.9,28294.01,27963.51,28032.85
11/20/2014,28100.84,28118.53,27915.23,28067.56
11/21/2014,28100.1,28360.66,28038.4,28334.63
11/24/2014,28413.01,28541.96,28394.48,28499.54
11/25/2014,28520.76,28541.22,28217.5,28338.05
11/26/2014,28321.58,28470.15,28261.31,28386.19
11/27/2014,28397.8,28498.3,28307.58,28438.91
11/28/2014,28490.71,28822.37,28483.99,28693.99
12/01/2014,28748.22,28809.64,28538.44,28559.62
12/02/2014,28522.46,28576.39,28386.46,28444.01
12/03/2014,28472.32,28504.65,28370.73,28442.71
12/04/2014,28616.93,28808.78,28448.95,28562.82
12/05/2014,28604.5,28651.75,28409.05,28458.1
12/08/2014,28433,28494.85,28097.12,28119.4
12/09/2014,28134.22,28157.53,27763.82,27797.01
12/10/2014,27711.96,27905.25,27710.03,27831.1
12/11/2014,27796.34,27796.34,27539.47,27602.01
12/12/2014,27598.96,27692.32,27320.05,27350.68
12/15/2014,27136.28,27392.18,27105.04,27319.56
12/16/2014,27181.18,27199.37,26736.23,26781.44
12/17/2014,26724.01,26871.91,26469.42,26710.13
12/18/2014,27053.86,27180.92,26900.57,27126.57
12/19/2014,27292.55,27497.12,27292.14,27371.84
12/22/2014,27479.87,27725.27,27382.32,27701.79
12/23/2014,27733.12,27851.1,27475.13,27506.46
12/24/2014,27530.26,27571.25,27146.52,27208.61
12/26/2014,27215.19,27370.63,27091.38,27241.78
12/29/2014,27266.49,27507.25,27266.49,27395.73
12/30/2014,27478.3,27478.3,27312.29,27403.54
12/31/2014,27358.3,27527.24,27346,27499.42
01/01/2015,27485.77,27545.61,27395.34,27507.54
01/02/2015,27521.28,27937.47,27519.26,27887.9
01/05/2015,27978.43,28064.49,27786.85,27842.32
01/06/2015,27694.23,27698.93,26937.06,26987.46
01/07/2015,26983.43,27051.6,26776.12,26908.82
01/08/2015,27178.77,27316.41,27101.94,27274.71
01/09/2015,27404.19,27507.67,27119.63,27458.38
01/12/2015,27523.86,27620.66,27323.74,27585.27
01/13/2015,27611.56,27670.19,27324.58,27425.73
01/14/2015,27432.14,27512.8,27203.25,27346.82
01/15/2015,27831.16,28194.61,27703.7,28075.55
01/16/2015,28056.61,28176.1,27945.31,28121.89
01/19/2015,28249.84,28334.06,28197.36,28262.01
01/20/2015,28324.85,28829.29,28324.85,28784.67
01/21/2015,28843.09,28958.1,28792.57,28888.86
01/22/2015,28957.79,29060.41,28892.23,29006.02
01/23/2015,29189.45,29408.73,29165.56,29278.84
01/27/2015,29451.65,29618.59,29286.09,29571.04
01/28/2015,29565.72,29786.32,29417.67,29559.18
01/29/2015,29516.49,29740.63,29378.3,29681.77
01/30/2015,29801.6,29844.16,29070.48,29182.95
02/02/2015,29143.63,29268.13,28958.52,29122.27
02/03/2015,29217.4,29253.06,28900.41,29000.14
02/04/2015,29129.85,29133.62,28824.68,28883.11
02/05/2015,28912.38,29277.83,28753.29,28850.97
02/06/2015,28892.21,28922.85,28647.14,28717.91
02/09/2015,28566.5,28566.5,28183.32,28227.39
02/10/2015,28122.48,28633.72,28044.49,28355.62
02/11/2015,28450.26,28618.91,28424.39,28533.97
02/12/2015,28650.25,28838.52,28406.25,28805.1
02/13/2015,28888.99,29154.67,28835.7,29094.93
02/16/2015,29170.77,29325.35,29083.4,29135.88
02/18/2015,29136.07,29411.32,29126.91,29320.26
02/19/2015,29434.91,29522.86,29108.15,29462.27
02/20/2015,29446.21,29462.09,29178.26,29231.41
02/23/2015,29316.58,29362.96,28913.16,28975.11
02/24/2015,29016.55,29130.67,28875.94,29004.66
02/25/2015,29115.32,29269.83,28967.61,29007.99
02/26/2015,29051.9,29069.13,28693.82,28746.65
02/27/2015,28865.12,29254.02,28837.06,29220.12
02/28/2015,29411.33,29560.32,28882.02,29361.5
03/02/2015,29533.42,29576.32,29259.77,29459.14
03/03/2015,29500.19,29636.86,29364.87,29593.73
03/04/2015,29937.27,30024.74,29289.05,29380.73
03/05/2015,29436.77,29518.32,29162.47,29448.95
03/09/2015,29316.54,29321.06,28799.76,28844.78
03/10/2015,28924.06,28949.11,28584.49,28709.87
03/11/2015,28725.75,28843.23,28608.18,28659.17
03/12/2015,28798.61,28971.01,28772.71,28930.41
03/13/2015,29134.93,29183.76,28448.48,28503.3
03/16/2015,28546.31,28581.82,28384.09,28437.71
03/17/2015,28595,28784.35,28435.45,28736.38
03/18/2015,28766.87,28806.97,28546.76,28622.12
03/19/2015,28805.22,28978.74,28411.7,28469.67
03/20/2015,28465.44,28484.36,28209.66,28261.08
03/23/2015,28317.29,28385.14,28163.9,28192.02
03/24/2015,28209.33,28455.32,28130.09,28161.72
03/25/2015,28216.09,28249.6,28031.42,28111.83
03/26/2015,27937.62,27997.14,27384.87,27457.58
03/27/2015,27649.78,27694.41,27248.45,27458.64
03/30/2015,27655.79,28017.97,27624.76,27975.86
03/31/2015,28069.85,28180.64,27868.21,27957.49
04/01/2015,27954.86,28298.34,27889.02,28260.14
04/06/2015,28351.94,28530.81,28221.99,28504.46
04/07/2015,28582.33,28641.08,28274.36,28516.59
04/08/2015,28601.49,28763.06,28566.61,28707.75
04/09/2015,28858.42,28906.71,28622.44,28885.21
04/10/2015,28889.27,28907.81,28756.75,28879.38
04/13/2015,28955.13,29072.51,28843.94,29044.44
04/15/2015,29087.25,29094.61,28721.63,28799.69
04/16/2015,28876.23,28876.23,28497.7,28666.04
04/17/2015,28682.97,28696.19,28403.76,28442.1
04/20/2015,28525.65,28539.46,27802.37,27886.21
04/21/2015,27860.51,27976.93,27598.21,27676.04
04/22/2015,27756.68,27947.26,27385.48,27890.13
04/23/2015,27977.27,28087.78,27621.18,27735.02
04/24/2015,27804.58,27829.11,27344.7,27437.94
04/27/2015,27565.49,27567.28,27141.55,27176.99
04/28/2015,27215.61,27482.14,27073.25,27396.38
04/29/2015,27395.71,27438.96,27176.54,27225.93
04/30/2015,27242.05,27242.05,26897.54,27011.31
05/04/2015,27204.63,27537.85,27159.45,27490.59
05/05/2015,27561.32,27603.71,27338.23,27440.14
05/06/2015,27473.36,27501.15,26677.64,26717.37
