Date,Open,High,Low,Close
03/26/2013,18645.09,18758.88,18612.37,18704.53
03/28/2013,18702.46,18882.54,18568.43,18835.77
04/01/2013,18890.81,18959.48,18796.6,18864.75
04/02/2013,18863.82,19060.51,18826.53,19040.95
04/03/2013,19034,19035.2,18721.72,18801.64
04/04/2013,18731.38,18733.62,18473.85,18509.7
04/05/2013,18493.67,18525.45,18389.29,18450.23
04/08/2013,18455.8,18504.48,18402.93,18437.78
04/09/2013,18481.47,18565.56,18206.61,18226.48
04/10/2013,18355.14,18461.44,18173.31,18414.45
04/11/2013,18577.52,18599.14,18397.94,18542.2
04/12/2013,18275.66,18337.91,18186.1,18242.56
04/15/2013,18196.09,18424.4,18144.22,18357.8
04/16/2013,18356.32,18771.33,18325.73,18744.93
04/17/2013,18773.45,18869.88,18673.44,18731.16
04/18/2013,18695.34,19058.8,18691.61,19016.46
04/22/2013,18989.78,19204.9,18989.78,19169.83
04/23/2013,19210.26,19210.26,19042.08,19179.36
04/25/2013,19192.11,19434.85,19192.11,19406.85
04/26/2013,19376,19384.95,19249.75,19286.72
04/29/2013,19306.67,19428.94,19284.4,19387.5
04/30/2013,19492.83,19622.68,19317.38,19504.18
05/02/2013,19459.33,19792,19451.26,19735.77
05/03/2013,19707.95,19744.85,19542.63,19575.64
05/06/2013,19571.66,19694.29,19554.31,19673.64
05/07/2013,19697.33,19917.88,19697.33,19888.95
05/08/2013,19950.22,20037.27,19851.22,19990.18
05/09/2013,20015.86,20058.48,19903.83,19939.04
05/10/2013,19911.08,20119.14,19908.8,20082.62
05/11/2013,20091.93,20146.83,20055.18,20122.32
05/13/2013,20073.41,20109.08,19667.39,19691.67
05/14/2013,19715.8,19831.79,19652.69,19722.29
05/15/2013,19798.18,20241.96,19798.18,20212.96
05/16/2013,20167.93,20326.48,20162.12,20247.33
05/17/2013,20267.6,20328.19,20155.01,20286.12
05/20/2013,20277.76,20443.62,20186.66,20223.98
05/21/2013,20227.17,20308.04,20072.68,20111.61
05/22/2013,20150.69,20220.35,20000.86,20062.24
05/23/2013,19971.37,20027.56,19634.79,19674.33
05/24/2013,19765.32,19833.14,19568.49,19704.33
05/27/2013,19750.67,20083.47,19678.31,20030.77
05/28/2013,20056.28,20209.82,19963.23,20160.82
05/29/2013,20202.51,20216.49,20044.74,20147.64
05/30/2013,20066.94,20254.03,20066.14,20215.4
05/31/2013,20186.67,20191.29,19730.55,19760.3
06/03/2013,19859.22,19860.19,19541.97,19610.48
06/04/2013,19605.68,19742.7,19522.47,19545.78
06/05/2013,19532.42,19604.43,19441.35,19568.22
06/06/2013,19503.68,19635.37,19395.32,19519.49
06/07/2013,19522.31,19711.55,19397.51,19429.23
06/10/2013,19530.35,19585.75,19366.82,19441.07
06/11/2013,19382.22,19418.74,19121.18,19143
06/12/2013,19103.96,19143.24,18969.08,19041.13
06/13/2013,18897.49,18914.13,18765.53,18827.16
06/14/2013,18959.83,19213.1,18952.09,19177.93
06/17/2013,19249.9,19344.28,19084.68,19325.87
06/18/2013,19329.17,19383.61,19191.37,19223.28
06/19/2013,19224.09,19274.26,19100.13,19245.7
06/20/2013,19069.2,19069.2,18687.19,18719.29
06/21/2013,18695.8,18820.81,18615.14,18774.24
06/24/2013,18714.06,18714.06,18467.16,18540.89
06/25/2013,18602.25,18802.31,18487.3,18629.15
06/26/2013,18662.37,18690.5,18514.35,18552.12
06/27/2013,18716.11,18925.75,18688.28,18875.95
06/28/2013,19093.18,19432.94,19093.18,19395.81
07/01/2013,19352.48,19598.43,19347.57,19577.39
07/02/2013,19573.93,19589.14,19442.75,19463.82
07/03/2013,19347.11,19347.11,19147.31,19177.76
07/04/2013,19256.12,19445.02,19245.01,19410.84
07/05/2013,19568.79,19640.27,19477.74,19495.82
07/08/2013,19418.98,19422.69,19185.92,19324.77
07/09/2013,19399.37,19486,19380.25,19439.48
07/10/2013,19482.66,19505.93,19237.91,19294.12
07/11/2013,19468.46,19723.51,19468.46,19676.06
07/12/2013,19898.69,19991.94,19785.59,19958.47
07/15/2013,19926.1,20072.44,19883.19,20034.48
07/16/2013,19788.09,19890.63,19649.58,19851.23
07/17/2013,19928.95,19983.22,19778.54,19948.73
07/18/2013,19999.51,20176.9,19956.2,20128.41
07/19/2013,20213.45,20256.6,20111.13,20149.85
07/22/2013,20096.71,20264.9,20065.69,20159.12
07/23/2013,20249.98,20351.06,20249.98,20302.13
07/24/2013,20200.2,20252.7,19994.25,20090.68
07/25/2013,20062,20110.81,19763.9,19804.76
07/26/2013,19892.47,19907.45,19699.76,19748.19
07/29/2013,19714.42,19751.03,19570.87,19593.28
07/30/2013,19577.75,19672.72,19328.54,19348.34
07/31/2013,19304.07,19387.5,19126.82,19345.7
08/01/2013,19443.29,19569.2,19170.46,19317.19
08/02/2013,19399.55,19451.7,19078.72,19164.02
08/05/2013,19178.06,19306.51,19141.68,19182.26
08/06/2013,19127.1,19131.92,18667.3,18733.04
08/07/2013,18758.53,18811.46,18551.35,18664.88
08/08/2013,18687.3,18829.26,18621.67,18789.34
08/12/2013,18898.94,19066.97,18796.01,18946.98
08/13/2013,18895.26,19248.11,18864.81,19229.84
08/14/2013,19299.42,19392.56,19203.63,19367.59
08/16/2013,19297.11,19310.95,18559.65,18598.18
08/19/2013,18587.38,18587.38,18139.15,18307.52
08/20/2013,18142.83,18306.46,17970.98,18246.04
08/21/2013,18545.44,18567.7,17807.19,17905.91
08/22/2013,17896.84,18349.82,17759.59,18312.94
08/23/2013,18386.53,18546.6,18210.75,18519.44
08/26/2013,18602.56,18728.19,18488.93,18558.13
08/27/2013,18460.72,18460.72,17921.82,17968.08
08/28/2013,17851.44,18101.84,17448.71,17996.15
08/29/2013,18073.66,18455.66,18071.22,18401.04
08/30/2013,18424.72,18679.26,18272.76,18619.72
09/02/2013,18691.83,18942.06,18678.93,18886.13
09/03/2013,19002.77,19007.31,18166.17,18234.66
09/04/2013,18314.68,18612.6,18188.43,18567.55
09/05/2013,18857.6,19117.52,18847.02,18979.76
09/06/2013,19072.02,19293.96,18929.38,19270.06
09/10/2013,19448.39,20012.69,19444.66,19997.09
09/11/2013,19999.77,20055.53,19777.63,19997.45
09/12/2013,20046.05,20052.05,19676.49,19781.88
09/13/2013,19744.54,19899.37,19675.68,19732.76
09/16/2013,19977.38,20086.43,19596.15,19742.47
09/17/2013,19721.9,19819.1,19635.44,19804.03
09/18/2013,19865.99,20013.33,19775.29,19962.16
09/19/2013,20354.73,20739.69,20347.3,20646.64
09/20/2013,20616.35,20677.99,20051.43,20263.71
09/23/2013,20060.82,20199.81,19826.3,19900.96
09/24/2013,19820.03,20050.42,19782.78,19920.21
09/25/2013,19947.43,19978.49,19658.74,19856.24
09/26/2013,19853.66,19997.28,19826.99,19893.85
09/27/2013,19951.73,19981.57,19674.38,19727.27
09/30/2013,19643.89,19651.31,19320.73,19379.77
10/01/2013,19452.05,19532.91,19264.72,19517.15
10/03/2013,19585.79,19929.24,19583.97,19902.07
10/04/2013,19870,20052,19833.17,19915.95
10/07/2013,19880.94,19921.38,19647.88,19895.1
10/08/2013,20094.21,20150.27,19936.72,19983.61
10/09/2013,19918.2,20277.74,19826.96,20249.26
10/10/2013,20228.76,20323.77,20135.91,20272.91
10/11/2013,20535.9,20559.69,20368.06,20528.59
10/14/2013,20534.61,20645.94,20497.88,20607.54
10/15/2013,20722.9,20759.58,20446.73,20547.62
10/17/2013,20579.56,20629.8,20375.42,20415.51
10/18/2013,20486.78,20932.23,20486.78,20882.89
10/21/2013,20915.76,20970.92,20768.99,20893.89
10/22/2013,20863.15,20948.91,20810.25,20864.97
10/23/2013,20875.31,20922.32,20589.72,20767.88
10/24/2013,20766.05,21039.42,20656.7,20725.43
10/25/2013,20725.52,20782.16,20622.55,20683.52
10/28/2013,20696.51,20771.36,20550.64,20570.28
10/29/2013,20593.49,20952.55,20493.66,20929.01
10/30/2013,20944.14,21086.59,20937.12,21033.97
10/31/2013,21000.6,21205.44,20991.98,21164.52
11/01/2013,21158.81,21293.88,21141.32,21196.81
11/03/2013,21278.08,21321.53,21212.31,21239.36
11/05/2013,21134.1,21158.56,20951.71,20974.79
11/06/2013,21004.54,21045.38,20861.42,20894.94
11/07/2013,20896.13,21142.85,20797.06,20822.77
11/08/2013,20785.2,20821.01,20600.9,20666.15
11/11/2013,20596.4,20672.53,20453.15,20490.96
11/12/2013,20510.31,20584.22,20262.22,20281.91
11/13/2013,20248.52,20365.59,20161.64,20194.4
11/14/2013,20351.39,20568.99,20348.27,20399.42
11/18/2013,20570.59,20868.76,20570.59,20850.74
